-2.358505708922148392e-01,-3.521845412975061484e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.452008804211735449e-02,0.000000000000000000e+00,-6.678880389594239464e-01,0.000000000000000000e+00
6.645109921795889774e-01,1.318514540578019645e+00,-8.707923974282554269e-01,1.550136608512820979e+00,0.000000000000000000e+00,-1.397291913695736243e+00,-1.913880865313872803e-01,0.000000000000000000e+00,9.609123668871789592e-01,0.000000000000000000e+00
0.000000000000000000e+00,-6.605569542739194722e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.706338247827527299e-01,0.000000000000000000e+00,1.992011728182113472e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.372570739332913847e-01,0.000000000000000000e+00,1.947254951757145580e+00,-1.081326529963597904e+00,1.773531990593915308e+00,0.000000000000000000e+00,-1.091314273098032084e+00,0.000000000000000000e+00,1.714041487400416841e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.069380729537381614e+00,-3.005924701931719789e-01,-2.770187336014193757e-01,-1.187775539000420100e+00,0.000000000000000000e+00,1.367885780992191380e+00,0.000000000000000000e+00,1.800429473932736224e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.677718259293563108e-01,0.000000000000000000e+00,-6.650244738592251403e-01,-2.612539352622929023e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.094947570983420881e+00,0.000000000000000000e+00,1.312613026790921067e+00,1.552091529802579695e+00,1.236860402340250964e+00,1.345957199155632722e+00,-1.022894650203023614e+00
0.000000000000000000e+00,-1.853228330313887229e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.776184715191216013e+00,1.587790641985093787e+00,-1.528385797911273603e+00,-1.126957966265831335e+00,0.000000000000000000e+00,8.974494626317027768e-01
1.512291385311903991e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.049923843969661000e-03,7.095148287029752199e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.060247488134862026e+00,0.000000000000000000e+00,-5.036289432789697873e-01,1.586071605014488517e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
