0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.572908619376375050e-01
-2.051922943103314800e-01,0.000000000000000000e+00,3.089428320495781755e-01,8.683458347071404404e-03,0.000000000000000000e+00,1.373955078426414289e+00,6.615881640786489548e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.987953956638426334e-02,0.000000000000000000e+00,4.000806816457602721e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.429065343696270585e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.022400527433810602e-01,1.510582205050492455e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.734244661116576935e-01,0.000000000000000000e+00,2.355744032287714340e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.484263676449380398e+00,-9.275259686788155378e-01,0.000000000000000000e+00
-4.129221490449146437e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.252828606758712215e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.619856702833328832e+00,1.758362905192856651e+00
1.638952992611134363e+00,1.550284061861744167e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.223802553386354575e-01,0.000000000000000000e+00,-3.232632664339813999e-01
-1.513347174413542273e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.441733045955255754e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.498514018762248767e+00,0.000000000000000000e+00,-4.967933818748959673e-01,0.000000000000000000e+00,-4.765541499723058294e-01,0.000000000000000000e+00,-1.712974177621923388e+00
